EmpID,FirstName,LastName,StartDate,ExitDate,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating
36535,Axel,Hart,26-Feb-19,,Production Technician II,Keith Lyons,axel.hart@bilearner.com,PL,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,General - Con,28-03-2001,MA,Technician,Male,33576,White,Married,Fully Meets,3
36536,Lisa,Griffin,01-Jul-22,,Production Technician I,Christopher Clark,lisa.griffin@bilearner.com,TNS,Active,Full-Time,Zone A,Temporary,Unk,,Production       ,Executive,25-05-1946,MA,Vp,Male,64530,Black,Married,Fully Meets,5
36537,Amelia,Mueller,27-Apr-22,,Production Technician I,Samuel Frye,amelia.mueller@bilearner.com,WBL,Active,Contract,Zone C,Full-Time,Unk,,Production       ,Project Management - Con,02-07-1978,MA,Coordinator,Male,35212,Black,Divorced,Fully Meets,2
36538,Eugene,Bird,03-Oct-19,,Production Technician I,John Mccarty,eugene.bird@bilearner.com,EW,Active,Contract,Zone C,Part-Time,Unk,,Production       ,General - Con,21-02-1972,MA,Laborer,Female,78331,White,Divorced,Needs Improvement,3
36539,Sloane,Rasmussen,02-Aug-21,29-Sep-22,Sr. DBA,Melinda Mcintyre,sloane.rasmussen@bilearner.com,EW,Leave of Absence,Full-Time,Zone B,Part-Time,Resignation,Lead throw others.,IT/IS,Project Management - Eng,07-09-1964,MA,Planner,Female,96097,Hispanic,Widowed,PIP,3
36540,Chance,Braun,17-Jun-23,19-Jul-23,BI Developer,Jessica Peters,chance.braun@bilearner.com,CCDR,Terminated for Cause,Full-Time,Zone C,Full-Time,Voluntary,President site student thank community.,IT/IS,Executive,24-10-1986,MA,Executive Assistant,Female,20602,White,Widowed,Fully Meets,3
36541,Abel,Bush,08-Mar-20,26-Feb-23,IT Director,John Jones,abel.bush@bilearner.com,NEL,Active,Contract,Zone B,Part-Time,Resignation,Method hundred lawyer feel interesting.,IT/IS,Fielders,26-01-1970,MA,Engineer,Male,71472,Black,Married,Fully Meets,1
36542,Leslie,Zamora,09-Aug-19,,Production Technician I,Sean Ayers,leslie.zamora@bilearner.com,EW,Active,Full-Time,Zone B,Part-Time,Unk,,Production       ,Engineers,30-05-2001,MA,Project Manager,Female,1514,White,Divorced,Exceeds,4
36543,Nico,Villarreal,12-May-22,,Production Technician I,Christopher White,nico.villarreal@bilearner.com,PL,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,General - Con,28-01-1991,MA,Laborer,Female,47570,White,Divorced,Fully Meets,3
36544,Ross,Strickland,20-Nov-20,01-May-23,Production Technician I,Paul Walker,ross.strickland@bilearner.com,SVG,Active,Full-Time,Zone A,Part-Time,Voluntary,Memory high then mind concern carry level life.,Production       ,Wireline Construction,08-03-1943,MA,Foreman,Male,18389,Other,Divorced,Fully Meets,2
36545,Kissy,Sullivan,10-Jul-22,,Production Manager,Mark Moody DVM,kissy.sullivan@bilearner.com,CCDR,Active,Part-Time,Zone B,Temporary,Unk,,Production       ,Wireless,27-05-1963,MA,Operator,Female,1776,White,Widowed,Fully Meets,4
36546,Lawrence,Cross,01-Jun-21,29-Apr-23,Production Technician I,Ashley Craig,lawrence.cross@bilearner.com,CCDR,Active,Contract,Zone B,Full-Time,Voluntary,Line with read most.,Production       ,Wireline Construction,21-10-1993,MA,Lineman,Female,60878,Asian,Single,Fully Meets,3
36547,Zayne,Mccullough,13-Jan-23,19-May-23,Database Administrator,Melissa Turner,zayne.mccullough@bilearner.com,MSC,Terminated for Cause,Part-Time,Zone A,Part-Time,Resignation,Network dinner again position three.,IT/IS,People Services,18-01-1992,TX,Director,Male,26193,White,Widowed,Fully Meets,3
36548,Noel,Ramirez,22-Mar-23,14-Jul-23,Production Technician I,Mr. Nicholas Austin,noel.ramirez@bilearner.com,PYZ,Active,Part-Time,Zone A,Temporary,Involuntary,Outside sing song relationship action teach.,Production       ,General - Eng,12-10-1994,MA,Specialist,Male,77580,Hispanic,Married,Fully Meets,2
36549,Jordyn,Snyder,28-Mar-22,,Production Technician I,Scott Brown,jordyn.snyder@bilearner.com,BPC,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,Field Operations,12-09-1998,MA,Supervisor,Male,92640,Hispanic,Divorced,Fully Meets,4
36550,Louis,Punjabhi,05-Apr-20,,Production Technician I,Gabriella Copeland,louis.punjabhi@bilearner.com,SVG,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,Engineers,05-05-1977,MA,Engineer,Male,2109,Other,Married,Fully Meets,2
36551,Vaughn,Kim,24-Feb-21,18-Jun-22,Production Technician I,Adam Graves,vaughn.kim@bilearner.com,BPC,Active,Full-Time,Zone A,Temporary,Retirement,Deal strong chance cold.,Production       ,Wireline Construction,29-05-1955,MA,Foreman,Male,14170,Other,Divorced,Exceeds,3
36552,Giada,Santos,31-Jan-21,03-Jun-22,Production Technician I,Robert Sanchez,giada.santos@bilearner.com,SVG,Active,Part-Time,Zone B,Temporary,Resignation,Western unit case late investment.,Production       ,Aerial,17-11-1941,MA,Foreman,Female,57901,Other,Widowed,Exceeds,3
36553,Dahlia,Waller,13-Sep-18,,Production Technician II,Gloria Taylor,dahlia.waller@bilearner.com,BPC,Active,Contract,Zone A,Full-Time,Unk,,Production       ,Splicing,29-06-1984,MA,Technician,Male,8439,Black,Divorced,Needs Improvement,2
36554,Jordyn,Mcguire,02-Mar-20,27-May-22,Area Sales Manager,Kenneth Perry,jordyn.mcguire@bilearner.com,MSC,Active,Full-Time,Zone C,Temporary,Resignation,Never whatever loss economic off without cause.,Sales,Project Management - Con,04-09-1976,TN,Manager,Male,11087,Asian,Widowed,Fully Meets,4
36555,Angelica,Gamble,21-Oct-20,24-Mar-22,President & CEO,Robert Conway,angelica.gamble@bilearner.com,PYZ,Active,Part-Time,Zone B,Temporary,Voluntary,Fund season forward just.,Production       ,Shop (Fleet),10-03-1979,MA,Technician,Male,59127,Other,Widowed,Fully Meets,2
36556,Jaquan,Rowland,30-Aug-21,,Production Technician I,Anthony Murray,jaquan.rowland@bilearner.com,WBL,Active,Contract,Zone B,Full-Time,Unk,,Production       ,Fielders,02-12-1994,MA,Engineer,Female,88976,Other,Widowed,Fully Meets,3
36557,Peyton,Phelps,25-Jan-21,11-Jun-22,Software Engineering Manager,Emma Allen,peyton.phelps@bilearner.com,WBL,Future Start,Contract,Zone C,Temporary,Resignation,Front car keep.,IT/IS,Technology / It,30-10-1967,MA,Controller,Female,5067,Black,Married,Fully Meets,3
36558,Saniyah,Schroeder,05-Nov-21,,Production Technician II,Brenda Thompson,saniyah.schroeder@bilearner.com,CCDR,Active,Full-Time,Zone B,Part-Time,Unk,,Production       ,Technology / It,08-12-1960,MA,Technician,Male,35018,Asian,Widowed,Fully Meets,3
36559,Lisa,Lunquist,14-Nov-19,,Production Technician II,Angela Watson,lisa.lunquist@bilearner.com,BPC,Active,Full-Time,Zone B,Full-Time,Unk,,Production       ,General - Con,10-10-1991,MA,Laborer,Female,2324,Black,Married,Fully Meets,3
36560,Francisco,Simon,22-Jul-19,28-Feb-23,Production Technician I,Ashley Washington,francisco.simon@bilearner.com,PL,Voluntarily Terminated,Contract,Zone A,Full-Time,Voluntary,Science available hard.,Production       ,Billable Consultants,20-04-1980,MA,Project Manager,Male,94316,Hispanic,Married,Fully Meets,3
36561,Geoff,Dickinson,24-Sep-20,,Production Technician I,Nicholas Smith,geoff.dickinson@bilearner.com,TNS,Active,Contract,Zone B,Full-Time,Unk,,Production       ,Shop (Fleet),20-02-1966,MA,Welder,Male,2180,Other,Single,Fully Meets,4
36562,Dangelo,Gould,20-Jul-22,26-Apr-23,Production Technician I,Daniel Mason,dangelo.gould@bilearner.com,NEL,Active,Full-Time,Zone A,Temporary,Voluntary,Establish go so someone might none stop citizen.,Production       ,General - Con,24-01-1988,MA,Laborer,Female,76246,Asian,Widowed,Needs Improvement,3
36563,Brenton,Monroe,06-Jun-20,14-Apr-21,Production Technician II,Autumn Decker,brenton.monroe@bilearner.com,PYZ,Future Start,Contract,Zone C,Part-Time,Retirement,Democrat themselves deal future early.,Production       ,General - Con,31-10-1986,MA,Foreman,Female,17650,Black,Single,Fully Meets,1
36564,Lucas,Good,28-Dec-19,,Production Technician II,Lauren Gonzales,lucas.good@bilearner.com,EW,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,General - Sga,21-04-1978,MA,Administrator,Female,74245,White,Married,Fully Meets,3
36565,Levi,Lawson,20-Nov-18,09-Feb-20,Production Technician I,Terry Flores,levi.lawson@bilearner.com,CCDR,Voluntarily Terminated,Full-Time,Zone C,Temporary,Voluntary,Center positive their garden industry.,Production       ,Executive,31-12-1949,MA,Vp,Female,89298,Asian,Single,Fully Meets,3
36566,Markus,Robles,02-Jun-23,,Production Technician II,Nicholas Torres,markus.robles@bilearner.com,MSC,Active,Part-Time,Zone B,Part-Time,Unk,,Production       ,Engineers,05-03-1992,MA,Engineer,Female,23634,White,Widowed,Fully Meets,3
36567,Emery,Roach,11-Aug-18,,Area Sales Manager,Victoria Bailey,emery.roach@bilearner.com,PYZ,Active,Part-Time,Zone C,Part-Time,Unk,,Sales,Engineers,04-07-1954,TX,Engineer,Male,81142,Black,Married,Needs Improvement,4
36568,Keagan,Henson,21-Nov-22,,Production Technician II,Robert Riley,keagan.henson@bilearner.com,BPC,Active,Part-Time,Zone B,Full-Time,Unk,,Production       ,Wireline Construction,22-07-1966,MA,Billing,Female,75187,White,Married,Fully Meets,5
36569,Sam,Athwal,16-Aug-22,,Production Technician I,Jeremy Taylor,sam.athwal@bilearner.com,CCDR,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,Yard (Material Handling),11-09-1981,MA,Supervisor,Male,2199,Hispanic,Divorced,Fully Meets,4
36570,Raymond,Maldonado,27-Dec-21,,IT Support,Timothy Young,raymond.maldonado@bilearner.com,EW,Active,Contract,Zone B,Full-Time,Unk,,IT/IS,Aerial,05-06-1995,MA,Lineman,Female,13915,Black,Widowed,Needs Improvement,5
36571,Selena,Yoder,23-Sep-20,15-Mar-23,Production Technician I,Tina Wright,selena.yoder@bilearner.com,NEL,Voluntarily Terminated,Contract,Zone C,Temporary,Voluntary,Development second material common.,Production       ,Field Operations,10-11-1999,MA,Assistant,Female,91605,Other,Divorced,PIP,2
36572,Marlon,Ford,14-Oct-21,,Area Sales Manager,Monique Anderson,marlon.ford@bilearner.com,EW,Active,Part-Time,Zone B,Full-Time,Unk,,IT/IS,Wireless,27-11-1966,OR,Technician,Female,40306,Black,Widowed,Fully Meets,1
36573,Marcos,Sloan,19-Sep-18,29-Apr-19,Production Manager,Barry Powell,marcos.sloan@bilearner.com,TNS,Active,Part-Time,Zone B,Full-Time,Retirement,Husband should TV sport message friend history.,Production       ,Field Operations,22-08-1990,MA,Laborer,Female,90692,Other,Widowed,Fully Meets,2
36574,Arianna,Durham,21-Nov-19,24-Jun-20,Production Technician I,Drew Hawkins,arianna.durham@bilearner.com,PYZ,Active,Part-Time,Zone A,Full-Time,Involuntary,Per record feeling bed tax education.,Production       ,Field Operations,19-12-1959,MA,Laborer,Female,11105,Black,Widowed,Fully Meets,3
36575,Reginald,Dougherty,27-Oct-20,,Production Technician II,Miss Angel Elliott,reginald.dougherty@bilearner.com,BPC,Active,Full-Time,Zone A,Part-Time,Unk,,Production       ,General - Con,16-05-1991,MA,Laborer,Female,55498,White,Widowed,Fully Meets,2
36576,James,Duke,03-Dec-18,09-Sep-22,Area Sales Manager,Mark Harris,james.duke@bilearner.com,PYZ,Active,Contract,Zone B,Full-Time,Involuntary,Stuff different color how.,Sales,Shop (Fleet),17-06-1998,MA,Mechanic,Male,66835,Black,Widowed,Needs Improvement,5
36577,Jeremiah,Semizoglou,18-Dec-21,,Sr. Network Engineer,Jonathan Knight,jeremiah.semizoglou@bilearner.com,TNS,Active,Contract,Zone A,Temporary,Unk,,IT/IS,Field Operations,03-04-1981,MA,Manager,Male,1545,White,Single,Fully Meets,3
36578,Haleigh,Carter,04-Mar-22,18-Jan-23,Sr. Network Engineer,Amy Griffin,haleigh.carter@bilearner.com,NEL,Active,Part-Time,Zone B,Full-Time,Retirement,Guess fight various decade second pattern.,IT/IS,General - Con,21-03-1995,MA,Coordinator,Male,54734,Hispanic,Married,Fully Meets,3
36579,Aleena,David,26-May-19,,Production Technician II,Louis Griffith,aleena.david@bilearner.com,TNS,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,General - Con,05-10-1943,MA,Foreman,Female,16532,Black,Widowed,Fully Meets,2
36580,Megan,Huang,29-May-19,,Production Technician I,Joseph Bryant,megan.huang@bilearner.com,EW,Active,Contract,Zone B,Full-Time,Unk,,Production       ,General - Eng,03-11-1960,MA,Engineer,Female,39874,Black,Single,Fully Meets,3
36581,Jaxon,Anderson,14-Feb-19,,Production Technician II,Christopher Adams,jaxon.anderson@bilearner.com,PL,Active,Part-Time,Zone A,Temporary,Unk,,Production       ,Wireline Construction,22-06-1943,MA,Project Manager,Female,22415,Black,Married,Fully Meets,3
36582,George,Meyers,24-Aug-18,,Production Manager,David Fox,george.meyers@bilearner.com,PL,Active,Part-Time,Zone A,Part-Time,Unk,,Production       ,Field Operations,14-04-1961,MA,Groundman,Male,82947,Hispanic,Single,Fully Meets,2
36583,Isabel,Wyatt,26-Apr-21,06-Jul-21,Production Technician I,Matthew Craig,isabel.wyatt@bilearner.com,CCDR,Active,Contract,Zone B,Temporary,Retirement,Great parent relate growth summer.,Production       ,Wireless,04-06-1942,MA,Manager,Male,31575,Asian,Divorced,Fully Meets,4
36584,Rachael,Baczenski,08-Jan-21,14-Jan-23,Production Technician I,Cody Scott,rachael.baczenski@bilearner.com,NEL,Voluntarily Terminated,Full-Time,Zone A,Full-Time,Resignation,Along senior personal nature help crime.,Production       ,Shop (Fleet),08-04-1942,MA,Mechanic,Female,1902,White,Divorced,Fully Meets,3
36585,Odin,Sampson,29-Nov-21,,Production Manager,Anthony Luna,odin.sampson@bilearner.com,NEL,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,Wireline Construction,27-08-1970,MA,Laborer,Male,70237,Asian,Single,Fully Meets,5
36586,Paulina,Henderson,13-Dec-22,,Production Technician I,Jade Quinn,paulina.henderson@bilearner.com,NEL,Active,Contract,Zone C,Part-Time,Unk,,Production       ,Field Operations,24-02-1973,MA,Tower Hand,Female,54337,Other,Married,Needs Improvement,1
36587,Angelina,Russell,26-Jan-23,,Production Technician I,David Perkins,angelina.russell@bilearner.com,BPC,Active,Part-Time,Zone C,Part-Time,Unk,,Production       ,Field Operations,18-09-1942,MA,Tower Hand,Female,96077,Asian,Divorced,Fully Meets,3
36588,Carmen,Davidson,25-Nov-18,14-Jun-20,Production Technician I,David Vasquez,carmen.davidson@bilearner.com,BPC,Voluntarily Terminated,Part-Time,Zone B,Temporary,Involuntary,Key real fill never sing feeling.,Production       ,Engineers,30-10-1965,MA,Engineer,Female,56517,Black,Single,Fully Meets,3
36589,Bentley,Rush,28-Mar-20,,Production Technician I,Ashley Petty,bentley.rush@bilearner.com,WBL,Active,Full-Time,Zone B,Full-Time,Unk,,Production       ,Finance & Accounting,02-02-1978,MA,Administration,Female,32417,Asian,Divorced,Fully Meets,3
36590,Amanda,Allison,02-Aug-22,07-Apr-23,Area Sales Manager,John Wright,amanda.allison@bilearner.com,NEL,Active,Contract,Zone A,Part-Time,Voluntary,Mother fine late simply close material yeah.,Sales,General - Con,08-11-1964,AZ,Manager,Male,48881,Black,Divorced,Fully Meets,2
36591,Wyatt,Spence,26-Dec-22,23-May-23,Production Technician I,Kevin Coleman,wyatt.spence@bilearner.com,WBL,Active,Part-Time,Zone B,Full-Time,Retirement,Help economic analysis campaign young leg.,Production       ,General - Con,10-09-1976,MA,Flagger,Female,66418,Asian,Single,Fully Meets,3
36592,Jalen,Richmond,20-Nov-22,,Production Technician I,Samantha Butler,jalen.richmond@bilearner.com,BPC,Active,Full-Time,Zone B,Part-Time,Unk,,Production       ,Project Management - Con,07-01-1973,MA,Technician,Female,41824,Hispanic,Divorced,Fully Meets,5
36593,Elle,Spears,12-Mar-20,06-Jun-23,Production Technician II,Jennifer Smith,elle.spears@bilearner.com,BPC,Active,Part-Time,Zone A,Temporary,Involuntary,Food information day art PM leader.,Production       ,Project Management - Con,25-04-1993,MA,Administrative,Female,9790,White,Single,Fully Meets,4
36594,Sandra,Atkinson,11-Aug-22,27-Mar-23,Production Technician II,Walter Shaw,sandra.atkinson@bilearner.com,SVG,Active,Full-Time,Zone A,Full-Time,Resignation,Far happy light already.,Production       ,Billable Consultants,17-01-1969,MA,Engineer,Female,14006,Hispanic,Widowed,Needs Improvement,3
36595,Amir,Melendez,24-Aug-18,22-Mar-21,Production Technician II,Rachel Pham,amir.melendez@bilearner.com,EW,Voluntarily Terminated,Full-Time,Zone B,Temporary,Voluntary,Themselves specific seem want seek hospital.,Production       ,Field Operations,09-03-1951,MA,Tower Hand,Female,80870,Asian,Divorced,Fully Meets,3
36596,Eugene,Marks,01-Oct-19,,Area Sales Manager,Angela Morris,eugene.marks@bilearner.com,BPC,Active,Full-Time,Zone C,Temporary,Unk,,Sales,Splicing,29-06-1976,TX,Electrician,Male,49914,White,Married,Fully Meets,1
36597,Zara,Werner,27-May-20,,Area Sales Manager,Michael Garza,zara.werner@bilearner.com,BPC,Active,Contract,Zone A,Full-Time,Unk,,Sales,General - Con,13-02-1963,AL,Laborer,Male,2091,Other,Married,Fully Meets,5
36598,Lorelei,Walls,29-Aug-21,,Production Technician I,Christine Mccarthy,lorelei.walls@bilearner.com,WBL,Active,Part-Time,Zone C,Full-Time,Unk,,Production       ,General - Con,04-03-1992,MA,Flagger,Female,44406,Black,Single,Fully Meets,4
36599,Abel,Potts,30-Sep-19,23-Jun-21,Production Technician I,Lori Martin,abel.potts@bilearner.com,EW,Terminated for Cause,Full-Time,Zone A,Full-Time,Resignation,Six agreement take. Newspaper back land health.,Production       ,Project Management - Con,13-03-2000,MA,Coordinator,Female,48294,Asian,Single,Fully Meets,1
36600,Angelique,Hogan,05-Aug-21,02-Mar-23,Production Technician I,Andrew Davis,angelique.hogan@bilearner.com,PL,Active,Part-Time,Zone A,Full-Time,Resignation,Event TV few much continue success.,Production       ,Aerial,03-02-1946,MA,Lineman,Female,28645,Asian,Widowed,Fully Meets,4
36601,Jayleen,Tran,08-Jul-19,,Production Technician I,Elizabeth Kaufman,jayleen.tran@bilearner.com,TNS,Active,Part-Time,Zone A,Temporary,Unk,,Production       ,Aerial,16-09-1958,MA,Laborer,Female,4188,White,Widowed,Exceeds,3
36602,Carley,Irwin,24-May-21,,Production Technician I,Peter Smith,carley.irwin@bilearner.com,PL,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,Shop (Fleet),14-05-1997,MA,Shop,Female,97872,White,Divorced,Exceeds,2
36603,Julie,Cochran,06-Oct-18,12-Dec-19,Production Technician I,Scott Smith,julie.cochran@bilearner.com,TNS,Active,Contract,Zone A,Full-Time,Involuntary,Sing participant involve themselves plan.,Production       ,Engineers,11-05-1997,MA,Engineer,Male,23434,Black,Single,Fully Meets,3
36604,Malik,Ochoa,25-Feb-23,,Production Technician I,Chelsey Crawford,malik.ochoa@bilearner.com,EW,Active,Part-Time,Zone A,Part-Time,Unk,,Production       ,General - Con,26-12-1961,MA,Technician,Female,89515,Other,Single,Fully Meets,3
36605,Haven,Donaldson,29-Mar-20,,Production Technician I,Brent Davis,haven.donaldson@bilearner.com,MSC,Active,Contract,Zone B,Part-Time,Unk,,Production       ,General - Con,11-06-1978,MA,Lineman,Female,62032,Hispanic,Married,Fully Meets,3
36606,Bryce,Mills,22-Feb-21,,Production Technician I,Holly Hudson,bryce.mills@bilearner.com,SVG,Active,Part-Time,Zone B,Full-Time,Unk,,Production       ,Field Operations,03-08-1947,MA,Laborer,Male,11009,Hispanic,Widowed,Fully Meets,3
36607,Bianca,Roehrich,04-Nov-18,22-Dec-21,Principal Data Architect,Brian Gamble MD,bianca.roehrich@bilearner.com,PYZ,Voluntarily Terminated,Contract,Zone B,Temporary,Resignation,Begin mind time similar night travel.,IT/IS,Catv,04-09-1951,MA,Laborer,Female,2703,Asian,Married,PIP,3
36608,Michael,Acosta,04-Jul-20,07-Mar-21,Production Technician I,Crystal Jones,michael.acosta@bilearner.com,BPC,Terminated for Cause,Part-Time,Zone C,Temporary,Resignation,Ask audience become still building.,Production       ,General - Sga,27-01-1953,MA,Administrator,Male,92604,White,Single,Needs Improvement,2
36609,Kayla,Gibbs,17-Oct-21,12-Nov-22,Production Technician II,Leslie Hernandez,kayla.gibbs@bilearner.com,PL,Active,Contract,Zone A,Temporary,Involuntary,Agreement cell total play relate.,Production       ,Field Operations,22-06-1943,MA,Locator,Female,65306,Other,Widowed,Fully Meets,3
36610,Bridger,Duran,09-Nov-22,09-Jul-23,Production Technician I,Richard Contreras,bridger.duran@bilearner.com,TNS,Leave of Absence,Full-Time,Zone A,Temporary,Retirement,Social operation specific personal matter beyond.,Production       ,General - Con,01-02-1988,MA,Laborer,Female,58387,Black,Divorced,Fully Meets,4
36611,Zara,Werner,27-May-20,,Area Sales Manager,Michael Garza,zara.werner@bilearner.com,BPC,Active,Contract,Zone A,Full-Time,Unk,,Sales,General - Con,13-02-1963,AL,Laborer,Male,2091,Other,Married,Fully Meets,5
36612,Alisa,Aguirre,06-Nov-22,,Production Technician I,Jennifer Lopez,alisa.aguirre@bilearner.com,CCDR,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,Splicing,12-10-1952,MA,Splicer,Female,35854,Asian,Single,Fully Meets,5
36613,Henry,Pratt,17-May-19,,Production Technician I,James Clay,henry.pratt@bilearner.com,CCDR,Active,Full-Time,Zone B,Temporary,Unk,,Production       ,Engineers,03-02-1961,MA,Technician,Male,14705,White,Widowed,Fully Meets,3
36614,Konner,Sheppard,15-Oct-22,25-Jan-23,Production Technician II,Paul Watson,konner.sheppard@bilearner.com,WBL,Active,Full-Time,Zone C,Temporary,Involuntary,A parent bit rich. Reflect north sometimes card.,Production       ,General - Con,28-01-1955,MA,Splicer,Female,78768,White,Single,Fully Meets,1
36615,Dennis,Livingston,06-May-19,,Shared Services Manager,Sarah Carey,dennis.livingston@bilearner.com,NEL,Active,Full-Time,Zone C,Part-Time,Unk,,Software Engineering,Project Management - Con,08-12-1977,MA,Manager,Female,1043,Black,Single,Fully Meets,3
36616,Dennis,Hays,07-Mar-19,,Production Technician I,Rachel Rice,dennis.hays@bilearner.com,WBL,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,Field Operations,18-07-1991,MA,Operator,Female,26286,Hispanic,Married,Fully Meets,3
36617,Claudia N,Carr,20-Sep-22,04-Jul-23,Sr. DBA,Natasha Walton,claudia n.carr@bilearner.com,SVG,Future Start,Full-Time,Zone A,Temporary,Voluntary,City week discussion success month push.,IT/IS,General - Con,17-03-1991,MA,Laborer,Female,1886,White,Single,Fully Meets,3
36618,Kayley,Romero,12-Aug-18,13-Jun-22,IT Support,Michael Webb,kayley.romero@bilearner.com,MSC,Active,Part-Time,Zone B,Part-Time,Resignation,Partner performance newspaper sense all where.,IT/IS,Wireless,16-09-1942,MA,Laborer,Female,58630,White,Divorced,PIP,4
36619,Kadence,Simon,30-Mar-22,21-Jul-22,BI Director,Robert Ford,kadence.simon@bilearner.com,EW,Terminated for Cause,Full-Time,Zone A,Full-Time,Resignation,Prevent entire business ask meeting contain tree.,IT/IS,Field Operations,10-01-1958,MA,Technician,Male,87307,Black,Married,Fully Meets,3
36620,Bo,Bradford,05-Oct-20,,Production Technician I,Maria Young,bo.bradford@bilearner.com,MSC,Active,Contract,Zone C,Temporary,Unk,,Production       ,Field Operations,28-11-1975,MA,Technician,Female,28372,Hispanic,Divorced,Exceeds,3
36621,Selena,Greer,25-Jun-19,15-Aug-19,Production Technician I,Paul Lopez,selena.greer@bilearner.com,NEL,Active,Full-Time,Zone C,Full-Time,Retirement,Everybody no four arrive major ten culture.,Production       ,Shop (Fleet),08-03-1972,MA,Mechanic,Male,14504,Black,Widowed,Fully Meets,2
36622,Zander,Aguilar,08-May-22,17-Nov-22,Production Technician II,Timothy Wheeler,zander.aguilar@bilearner.com,PYZ,Voluntarily Terminated,Contract,Zone A,Part-Time,Retirement,Table try place week.,Sales,Shop (Fleet),23-03-1956,PA,Mechanic,Female,34057,White,Widowed,Fully Meets,3
36623,Mireya,Sutton,18-Apr-23,17-May-23,Data Analyst,Edward Ross,mireya.sutton@bilearner.com,SVG,Active,Contract,Zone C,Part-Time,Involuntary,Material role once lawyer phone turn company.,IT/IS,General - Con,17-12-1946,MA,Laborer,Female,67089,Hispanic,Divorced,Fully Meets,4
36624,Angelica,Gamble,21-Oct-20,24-Mar-22,President & CEO,Robert Conway,angelica.gamble@bilearner.com,PYZ,Active,Part-Time,Zone B,Temporary,Voluntary,Fund season forward just.,Production       ,Shop (Fleet),10-03-1979,MA,Technician,Male,59127,Other,Widowed,Fully Meets,2
36625,Peyton,Barber,18-Sep-20,,Production Technician II,Megan Small,peyton.barber@bilearner.com,NEL,Active,Contract,Zone B,Part-Time,Unk,,Production       ,Engineers,27-01-1946,MA,Technician,Female,56126,Hispanic,Married,Fully Meets,3
36626,Caitlyn,Vaughan,07-Oct-22,,Production Technician I,Christopher Ball,caitlyn.vaughan@bilearner.com,TNS,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,General - Sga,20-07-1988,MA,Director,Male,89622,Black,Single,Fully Meets,2
36627,Elisabeth,Irwin,13-Jul-23,,Production Technician I,Kelly Patel,elisabeth.irwin@bilearner.com,EW,Active,Contract,Zone C,Temporary,Unk,,Production       ,Fielders,07-03-1960,MA,Engineer,Female,83401,Other,Widowed,Exceeds,3
36628,Judith,Mccullough,07-Jul-19,,Sr. Network Engineer,Stephen Myers,judith.mccullough@bilearner.com,PYZ,Active,Part-Time,Zone B,Temporary,Unk,,IT/IS,Aerial,12-09-1942,MA,Foreman,Female,78109,White,Married,Exceeds,3
36629,Maverick,Lang,03-Dec-22,24-Dec-22,Production Technician I,Lee Lucas,maverick.lang@bilearner.com,MSC,Active,Full-Time,Zone C,Part-Time,Resignation,Beat scene dream because by who ok.,Production       ,Project Management - Con,16-10-2000,MA,Project Manager,Male,16653,Other,Divorced,Needs Improvement,3
36630,Marvin,Abbott,06-Mar-21,26-Apr-23,Production Technician I,Becky Cardenas,marvin.abbott@bilearner.com,MSC,Active,Contract,Zone A,Temporary,Resignation,Year prove but moment house defense.,Production       ,Wireline Construction,02-08-1981,MA,Clerk,Female,9310,Hispanic,Divorced,Fully Meets,3
36631,Dorian,Fox,03-Oct-21,19-Dec-21,Production Technician I,Jamie Lowe,dorian.fox@bilearner.com,PL,Voluntarily Terminated,Contract,Zone C,Part-Time,Involuntary,Occur air as along approach.,Production       ,Field Operations,07-05-1959,MA,Laborer,Male,93796,Other,Single,Fully Meets,3
36632,Mallory,Figueroa,03-Dec-19,10-Feb-22,Administrative Assistant,Linda Brown,mallory.figueroa@bilearner.com,CCDR,Active,Full-Time,Zone B,Temporary,Retirement,Example field consider before old yes on since.,Sales,Field Operations,08-12-1958,MA,Supervisor,Female,30890,Other,Single,Exceeds,3
36633,Mallory,Carey,19-Feb-21,18-Sep-21,Production Technician II,Jessica Saunders,mallory.carey@bilearner.com,CCDR,Future Start,Part-Time,Zone C,Full-Time,Involuntary,Oil at Mr hotel. Same recently leg officer.,Production       ,Underground,26-06-1966,MA,Laborer,Female,81717,Black,Married,Fully Meets,2
